company1,company2,similarity,block_key,company1_processed,company2_processed,idx1,idx2,component_id,component_size
The London Clayworks,The London Clayworks,1.0000000000000002,geo_29.96_-90.05,the london clayworks,the london clayworks,14660,25541,1557,6
Rebuilding Together Houston,Rebuilding Together Houston,1.0000000000000002,geo_29.74_-95.31,rebuilding together houston,rebuilding together houston,15337,31373,5459,2
Ho Wah Chinese Restaurant,Ho wah chinese restaurant,1.0000000000000002,geo_37.52_-77.51,ho wah chinese restaurant,ho wah chinese restaurant,29036,17149,4066,3
Ho Wah | Chinese Restaurant,Ho wah chinese restaurant,1.0000000000000002,geo_37.52_-77.51,ho wah chinese restaurant,ho wah chinese restaurant,26642,17149,4066,3
Nautikzentrale,Yamaha Marine Service - nautikzentrale,1.0000000000000002,email_domain_nautikzentrale_de,nautikzentrale,yamaha marine service nautikzentrale,14773,9144,4000,3
Autohaus Bauer Ottobrunn GmbH,Autohaus Bauer Ottobrunn GmbH,1.0000000000000002,name_first_word_autohaus,autohaus bauer ottobrunn,autohaus bauer ottobrunn,7554,17063,377,4
Business World Travel Inc.,Business World Travel Inc.,1.0000000000000002,name_first_word_business,business world travel inc,business world travel inc,13120,26408,3959,3
Companhia do Verde,COMPANHIA DO VERDE,1.0000000000000002,name_first_word_companhia,companhia do verde,companhia do verde,22594,31803,5320,3
Companhia Do Verde,COMPANHIA DO VERDE,1.0000000000000002,name_first_word_companhia,companhia do verde,companhia do verde,20312,31803,5320,3
Frazier John P,Frazier John P,1.0000000000000002,name_first_word_frazier,frazier john p,frazier john p,9570,15831,5515,2
Joining All Movement,Joining All Movement,1.0000000000000002,name_first_word_joining,joining all movement,joining all movement,8208,15817,5024,4
JOINING ALL MOVEMENT LLC.,JOINING ALL MOVEMENT LLC.,1.0000000000000002,name_first_word_joining,joining all movement llc,joining all movement llc,15961,16242,5024,4
Madinah Laundry RW,Madinah Laundry RW,1.0000000000000002,name_first_word_madinah,madinah laundry rw,madinah laundry rw,27829,798,5564,3
Medilink chirurg Jevíčko,Medilink Chirurg JEVÍČKO,1.0000000000000002,name_first_word_medilink,medilink chirurg jevicko,medilink chirurg jevicko,24925,16282,359,5
NTN Rolamentos do Brasil,Ntn Rolamentos do Brasil,1.0000000000000002,name_first_word_ntn,ntn rolamentos do brasil,ntn rolamentos do brasil,16533,11048,3406,4
Opulux Enterprise LLC.,Opulux Enterprise,1.0000000000000002,name_first_word_opulux,opulux enterprise llc,opulux enterprise,9532,33295,5580,2
Parbat Crop Sciences,Parbat Crop Sciences,1.0000000000000002,name_first_word_parbat,parbat crop sciences,parbat crop sciences,28368,17283,2013,6
Potash Markets - State St,Potash Markets - State St,1.0000000000000002,name_first_word_potash,potash markets state st,potash markets state st,29221,29383,5591,2
Proud Robinson Partners,Proud Robinson & Partners,1.0000000000000002,name_first_word_proud,proud robinson partners,proud robinson partners,14262,3166,5593,2
Samin Science Co. Ltd.,Samin Science Co. Ltd.,1.0000000000000002,name_first_word_samin,samin science co ltd,samin science co ltd,9916,428,4155,6
Taiyo Construction Co. Ltd.,Taiyo Construction Co. Ltd.,1.0000000000000002,name_first_word_taiyo,taiyo construction co ltd,taiyo construction co ltd,5479,21435,5606,2
Video 3 Produzioni Tv s.r.l.,VIDEO 3 PRODUZIONI TV S.R.L.,1.0000000000000002,name_first_word_video,video 3 produzioni tv srl,video 3 produzioni tv srl,24149,24950,408,4
VIDEO 3 PRODUZIONI TV S.R.L.,Video 3 Produzioni Tv S.R.L.,1.0000000000000002,name_first_word_video,video 3 produzioni tv srl,video 3 produzioni tv srl,24950,25096,408,4
VIDEO 3 PRODUZIONI TV S.R.L.,VIDEO 3 PRODUZIONI TV S.R.L.,1.0000000000000002,name_first_word_video,video 3 produzioni tv srl,video 3 produzioni tv srl,24950,14159,408,4
RESTAURANTE LOS ENEBROS,Restaurante Los Enebros,1.0000000000000002,location_spain_fuengirola,restaurante los enebros,restaurante los enebros,23145,13171,5764,2
Pleasant St Dental,Pleasant St Dental,1.0000000000000002,location_united_states_east_longmeadow,pleasant st dental,pleasant st dental,26389,21014,5324,5
Alcatraz East Crime Museum,Alcatraz East Crime Museum,1.0000000000000002,geo_35.8_-83.57,alcatraz east crime museum,alcatraz east crime museum,5600,24532,5775,2
Hazel Park Schools,Hazel Park Schools,1.0000000000000002,geo_42.45_-83.09,hazel park schools,hazel park schools,8519,31029,5777,2
MOBILE CAR SPA LTD.,MOBILE CAR SPA LTD.,1.0000000000000002,geo_55.0_-1.43,mobile car ltd,mobile car ltd,25665,3502,5783,3
Cetra Technology Inc.,Cetra Technology Inc.,1.0000000000000002,geo_21.31_-157.86,cetra technology inc,cetra technology inc,30592,12530,5792,2
San Isidro Deifontes,San Isidro Deifontes,1.0000000000000002,geo_37.32_-3.6,san isidro deifontes,san isidro deifontes,12390,13288,2550,5
DONGGUAN GEALLY REFRIGERATION TECHNOLOGY CO. LTD.,Dongguan Geally Refrigeration Technology Co. Ltd.,1.0000000000000002,email_domain_geallyice_com,dongguan geally refrigeration technology co ltd,dongguan geally refrigeration technology co ltd,24871,18378,1471,5
DONGGUAN GEALLY REFRIGERATION TECHNOLOGY CO. LTD.,Geally Refrigeration,1.0000000000000002,email_domain_geallyice_com,dongguan geally refrigeration technology co ltd,geally refrigeration,24871,13164,1471,5
Badri Sarraf Jewellers,Badri Sarraf Jewellers,1.0000000000000002,name_first_word_badri,badri sarraf jewellers,badri sarraf jewellers,5817,26858,5811,2
Building Materials Ltd.,BUILDING MATERIALS,1.0000000000000002,name_first_word_building,building materials ltd,building materials,28994,23605,2534,6
EDGE Training Center,Edge Training Center,1.0000000000000002,name_first_word_edge,edge training center,edge training center,12048,16670,5822,2
Evesham Autograss Club,Evesham Autograss Club,1.0000000000000002,name_first_word_evesham,evesham autograss club,evesham autograss club,23376,13111,5826,2
Italtecno do Brasil Ltda,ITALTECNO do Brasil LTDA,1.0000000000000002,name_first_word_italtecno,italtecno do brasil ltda,italtecno do brasil ltda,21888,10944,1387,6
ITALTECNO do Brasil LTDA,ITALTECNO do Brasil LTDA,1.0000000000000002,name_first_word_italtecno,italtecno do brasil ltda,italtecno do brasil ltda,10944,19544,1387,6
MERLIN VEHICLE RENTAL LTD.,MERLIN VEHICLE RENTAL LTD.,1.0000000000000002,name_first_word_merlin,merlin vehicle rental ltd,merlin vehicle rental ltd,30466,10718,5684,3
Hamilton Hilands E&S LLC.,Hamilton Hilands E&s Llc.,1.0000000000000002,name_first_word_hamilton,hamilton hilands es llc,hamilton hilands es llc,5858,3151,1618,6
HAMILTON HILANDS E&S LLC.,Hamilton Hilands E&s Llc.,1.0000000000000002,name_first_word_hamilton,hamilton hilands es llc,hamilton hilands es llc,17422,3151,1618,6
Michael's Couture Salon,Michael's Couture Salon,1.0000000000000002,name_first_word_michaels,michaels couture salon,michaels couture salon,11752,4426,1952,6
REEDMAN & ASSOCIATES,Reedman & Associates Inc.,1.0000000000000002,name_first_word_reedman,reedman associates,reedman associates inc,20872,26805,2178,6
Cannons of Jax,Cannon's Of Jax,1.0000000000000002,geo_30.26_-81.61,cannons of jax,cannons of jax,7023,27028,5907,3
Cannon's Of Jax,Cannon's of Jax,1.0000000000000002,geo_30.26_-81.61,cannons of jax,cannons of jax,27028,30265,5907,3
Accutrac Payroll Services,Accutrac Payroll Services,1.0000000000000002,name_first_word_accutrac,accutrac payroll services,accutrac payroll services,18796,31693,2583,3
Sunbeam Generators pvt ltd.,Sunbeam Generators Pvt Ltd.,1.0000000000000002,name_first_word_sunbeam,sunbeam generators ltd,sunbeam generators ltd,17652,3063,5637,4
Twin City Mission,Twin City Mission,1.0000000000000002,name_first_word_twin,twin city mission,twin city mission,9894,24722,3382,5
Bauer Ottobrunn,AUTOHAUS BAUER OTTOBRUNN GMBH,1.0000000000000002,location_germany_ottobrunn,bauer ottobrunn,autohaus bauer ottobrunn,20835,31624,377,4
National Allergy & Asthma,National Allergy & Asthma,1.0000000000000002,name_first_word_national,national allergy asthma,national allergy asthma,19076,5623,6096,2
MOBILE CAR SPA LTD.,Mobile Car Spa Ltd.,1.0000000000000002,name_first_word_mobile,mobile car ltd,mobile car ltd,25665,12015,5783,3
Techno Industrial Group,Techno Industrial Group,1.0000000000000002,name_first_word_techno,techno industrial group,techno industrial group,11374,13662,6141,2
St Paul's Knightsbridge,St Paul’s Knightsbridge,1.0000000000000002,geo_51.5_-0.16,st pauls knightsbridge,st pauls knightsbridge,16188,19014,395,4
OK NEUROSURGERY PLLC,OK NEUROSURGERY PLLC,1.0000000000000002,geo_29.76_-95.37,ok neurosurgery pllc,ok neurosurgery pllc,32731,27802,6163,2
Image Auto LLC.,IMAGE AUTO LLC.,1.0000000000000002,location_united_states_syracuse,image auto llc,image auto llc,23763,5119,6179,2
Diamond Home Healthcare,Diamond Home Healthcare,1.0000000000000002,name_first_word_diamond,diamond home healthcare,diamond home healthcare,23963,16544,6192,2
Arty Loon Show,Arty Loon Show,1.0000000000000002,name_first_word_arty,arty loon show,arty loon show,16005,10821,6203,5
Little Feet Denver,Little Feet Denver,1.0000000000000002,name_first_word_little,little feet denver,little feet denver,19141,21366,6220,2
The Next Step,The Next Step,1.0000000000000002,location_united_states_minneapolis,the next step,the next step,2194,22771,1802,4
Clínica do Trabalho,Clínica do Trabalho,1.0000000000000002,name_first_word_clinica,clinica do trabalho,clinica do trabalho,1285,26494,768,6
Central Texas Billiards,Central Texas Billiards,1.0000000000000002,name_first_word_central,central texas billiards,central texas billiards,2441,4854,3910,5
The Emily Davison Centre,The Emily Davison Centre,1.0000000000000002,phone_125,the emily davison centre,the emily davison centre,16384,1091,6250,2
The Culture Group,The Culture Group,1.0000000000000002,phone_419,the culture group,the culture group,2524,18786,6258,2
A&L DOORS & HARDWARE LLC.,A&L DOORS & HARDWARE LLC.,1.0000000000000002,geo_40.71_-74.01,al doors hardware llc,al doors hardware llc,12132,2278,3928,3
New Insights Communication,New Insights Communication,1.0000000000000002,phone_937,new insights communication,new insights communication,26927,30809,6259,2
Dr. Charles S. McElfish PLLC,Dr. Charles S. McElfish PLLC,1.0000000000000002,phone_304,dr charles s mcelfish pllc,dr charles s mcelfish pllc,27536,12376,6260,2
FIRST Reisebüro Schlagböhmer,FIRST Reisebüro Schlagböhmer,1.0000000000000002,name_first_word_first,first reiseburo schlagbohmer,first reiseburo schlagbohmer,26488,24429,409,3
000 'CTOHƏKC,000 'CTOHƏKC,1.0,name_first_word_000,000 ctohkc,000 ctohkc,33303,503,0,2
A1Interlock,A1Interlock,1.0,name_first_word_a1interlock,a1interlock,a1interlock,3007,30183,2,5
Acadiana Fairgrounds,Acadiana Fairgrounds,1.0,name_first_word_acadiana,acadiana fairgrounds,acadiana fairgrounds,11033,31493,3,2
"Adams Pickett, Donna M.D.",Adams Pickett Donna MD,1.0,name_first_word_adams,adams pickett donna md,adams pickett donna md,21737,1454,4,2
Advant Edge Healthcare Sltns,Advant Edge Healthcare Sltns,1.0,name_first_word_advant,advant edge healthcare sltns,advant edge healthcare sltns,5153,171,5,2
A-fusion,A-fusion,1.0,name_first_word_afusion,afusion,afusion,7963,5574,6,4
Aitken Spence Hotel Managements South India Pvt Ltd.,Aitken Spence Hotel Managements South India Pvt Ltd.,1.0,name_first_word_aitken,aitken spence hotel managements south india ltd,aitken spence hotel managements south india ltd,656,32226,7,2
Akira sushi,Akira sushi,1.0,name_first_word_akira,akira sushi,akira sushi,30272,5732,8,2
ALEISANGDELUO Leather products Manufacturing Shenyang Co. ltd.,ALEISANGDELUO Leather products Manufacturing Shenyang Co. ltd.,1.0,name_first_word_aleisangdeluo,aleisangdeluo leather products manufacturing shenyang co ltd,aleisangdeluo leather products manufacturing shenyang co ltd,11107,7198,9,2
Alignment Psychology,Alignment Psychology,1.0,name_first_word_alignment,alignment psychology,alignment psychology,11761,20555,10,2
"Allen, Reginald A M.D.","Allen, Reginald A M.D.",1.0,name_first_word_allen,allen reginald a md,allen reginald a md,11971,17749,11,2
All-in laminaat,All-in Laminate,1.0,name_first_word_allin,allin laminaat,allin laminate,2090,4757,12,2
Alto Colliguay,Alto Colliguay,1.0,name_first_word_alto,alto colliguay,alto colliguay,2442,27182,13,2
Alvini_Vape,Alvini_Vape,1.0,name_first_word_alvinivape,alvinivape,alvinivape,12880,9542,14,4
AMBRASA,amBrasa,1.0,name_first_word_ambrasa,ambrasa,ambrasa,28084,26165,16,2
Amplifier Technologies Inc.,Amplifier Technologies Inc.,1.0,name_first_word_amplifier,amplifier technologies inc,amplifier technologies inc,10337,28548,17,3
Animal Medical & Emergency Hospital,Animal Medical & Emergency Hospital,1.0,name_first_word_animal,animal medical emergency hospital,animal medical emergency hospital,25926,5511,18,2
Antelope Valley Computer Repair,Antelope Valley Computer Repair,1.0,name_first_word_antelope,antelope valley computer repair,antelope valley computer repair,29253,24502,19,2
Antichidecoriofficial,Antichidecoriofficial,1.0,name_first_word_antichidecoriofficial,antichidecoriofficial,antichidecoriofficial,6560,26995,20,6
Aplusintegraser SL.,Aplusintegraser SL.,1.0,name_first_word_aplusintegraser,aplusintegraser sl,aplusintegraser sl,561,22214,21,3
Aramburo,Aramburo,1.0,name_first_word_aramburo,aramburo,aramburo,5341,2693,23,2
Arianna S C S.,Arianna S C S.,1.0,name_first_word_arianna,arianna s c s,arianna s c s,12975,22679,24,2
ARM T-Shirt Makers,ARM T-Shirt Makers,1.0,name_first_word_arm,arm tshirt makers,arm tshirt makers,216,23511,25,2
Armatis-lc,Armatis-LC,1.0,name_first_word_armatislc,armatislc,armatislc,30429,17798,26,4
ARTESANÍAS MARMORELL,ARTESANÍAS MARMORELL,1.0,name_first_word_artesanias,artesanias marmorell,artesanias marmorell,17780,8973,27,2
"Ascher, David","Ascher, David",1.0,name_first_word_ascher,ascher david,ascher david,1282,4627,28,2
ASGA,ASGA,1.0,name_first_word_asga,asga,asga,28504,2055,29,2
AstroKapoor,AstroKapoor,1.0,name_first_word_astrokapoor,astrokapoor,astrokapoor,13617,24357,30,3
Atmi,ATMI,1.0,name_first_word_atmi,atmi,atmi,23912,14646,31,2
"Avashia, Jay H M.D.","Avashia, Jay H M.D.",1.0,name_first_word_avashia,avashia jay h md,avashia jay h md,32412,28733,33,2
Azykovaa skola Royal school,Azykovaa skola Royal School,1.0,name_first_word_azykovaa,azykovaa skola royal school,azykovaa skola royal school,7473,5061,34,2
"Baehr, Michael C M.D.","Baehr, Michael C M.D.",1.0,name_first_word_baehr,baehr michael c md,baehr michael c md,27272,14989,35,2
Baia Immobilier,Baia Immobilier,1.0,name_first_word_baia,baia immobilier,baia immobilier,8864,25831,36,2
Bankhousefarmhostel,Bankhousefarmhostel,1.0,name_first_word_bankhousefarmhostel,bankhousefarmhostel,bankhousefarmhostel,29957,622,37,2
Barnettsports,Barnettsports,1.0,name_first_word_barnettsports,barnettsports,barnettsports,9658,1150,38,6
BD-Company Security,BD-Company Security,1.0,name_first_word_bdcompany,bdcompany security,bdcompany security,30275,16965,40,2
Bildungswerk für Schülervertretung und Schülerbeteiligung e.V.,Bildungswerk für Schülervertretung und Schülerbeteiligung,1.0,name_first_word_bildungswerk,bildungswerk fur schulervertretung und schulerbeteiligung ev,bildungswerk fur schulervertretung und schulerbeteiligung,14554,26554,41,5
Birmingham Business Centre,Birmingham Business Centre,1.0,name_first_word_birmingham,birmingham business centre,birmingham business centre,33034,6924,43,2
Bluelatam,Bluelatam,1.0,name_first_word_bluelatam,bluelatam,bluelatam,6752,10528,44,5
Boerderijdeklaproos,Boerderijdeklaproos,1.0,name_first_word_boerderijdeklaproos,boerderijdeklaproos,boerderijdeklaproos,19750,14662,45,2
Bogensportclub Heidelberg,Bogensportclub Heidelberg,1.0,name_first_word_bogensportclub,bogensportclub heidelberg,bogensportclub heidelberg,10586,31780,46,2
Boneshakerparis,Boneshakerparis,1.0,name_first_word_boneshakerparis,boneshakerparis,boneshakerparis,6611,18606,47,5
BonitoPackaging,BonitoPackaging,1.0,name_first_word_bonitopackaging,bonitopackaging,bonitopackaging,5699,27405,48,4
BostonBlinds,BostonBlinds,1.0,name_first_word_bostonblinds,bostonblinds,bostonblinds,257,9506,49,3
Bournehallhotel,Bournehallhotel,1.0,name_first_word_bournehallhotel,bournehallhotel,bournehallhotel,21321,32725,50,2
Brasil Vivo,Brasil Vivo,1.0,name_first_word_brasil,brasil vivo,brasil vivo,1500,22620,51,2
BRIEFMARKENAUKTIONEN ALEXANDER SCHULZ,Briefmarkenauktionen Alexander Schulz,1.0,name_first_word_briefmarkenauktionen,briefmarkenauktionen alexander schulz,briefmarkenauktionen alexander schulz,1999,3367,53,2
